instances,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,algo_bagging,algo_gradient_boosting,algo_linear_svm,algo_logistic_regression,algo_naive_bayes,algo_random_forest,algo_rbf_svm
191,0.0,1.0,1.0,2,2,0.9999998640115346,0.9999997280230694,0.0,0.0,0.0,0.9877572338010069,0.7374749498997996,0.14986905455589294,0,492.0,9.992007221626413e-16,0.00027937163685371033,0.009158154971575076,0.11290621608720772,1.2778455052108253e-07,0.009076122260572028,0.0030662598608663543
192,0.0,0.9979959919839679,1.0,1,1,0.9999999999981126,0.9999999999962252,0.0,0.0,0.0,0.9692571234762115,1.0,0.24445809423923492,0,476.0,9.992007221626413e-16,0.00027876560464207875,4.613562917741804e-07,0.028156677108089573,1.895905654694123e-12,9.992007221626413e-16,2.0401779174262886e-06
193,0.0,1.0,1.0,2,2,0.9999999978163301,0.9999999956326602,0.0,0.0,0.0,0.9581414454017534,0.9739478957915831,0.18925504386425018,0,494.0,9.992007221626413e-16,0.00027861366543747626,0.0026049713959142022,0.06637035317304195,1.933600970236483e-09,9.992007221626413e-16,0.001255635842506502
194,0.0,1.0,1.0,2,2,0.9999999999999296,0.9999999999998593,0.0,0.0,0.0,0.9879590244051218,1.0,0.28468552231788635,0,472.0,9.992007221626413e-16,0.0002766743361797174,0.00012548767845755392,0.01660182286802661,8.395506512215882e-14,9.992007221626413e-16,0.0008861452590952148
195,0.0,1.0,1.0,2,2,0.9999993794686068,0.9999987589372138,0.0,0.0,0.0,0.9738799040088043,0.6973947895791583,0.16765250265598297,0,455.0,9.992007221626413e-16,0.00027324188462903004,0.014192120865481361,0.13486571069787348,6.089434033202297e-07,9.992007221626413e-16,0.00481516670963274
196,0.0,0.9979959919839679,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.983624927235706,1.0,0.3693210184574127,0,385.0,9.992007221626413e-16,0.0002783027860295835,8.404050789042789e-11,0.004054478561600615,9.992007221626413e-16,9.992007221626413e-16,0.004313259561996537
197,0.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.9965425353577272,1.0,0.353876531124115,0,426.0,9.992007221626413e-16,0.00027811306323972257,1.2729806007505623e-05,0.006005082906098675,9.992007221626413e-16,9.992007221626413e-16,0.002107232156243351
198,0.0,1.0,1.0,2,2,0.9999999945515203,0.9999999891030406,0.0,0.0,0.0,0.9393406944261168,0.875751503006012,0.17549081146717072,0,488.0,9.992007221626413e-16,0.000275601658878971,0.0035666941259792965,0.07458622439370947,5.862644278861207e-09,9.992007221626413e-16,0.0018485410636751968
199,0.0,1.0,1.0,2,2,0.9999999997974678,0.9999999995949352,0.0,0.0,0.0,0.9852469245470028,0.9959919839679359,0.22083088755607605,0,493.0,9.992007221626413e-16,0.000277632017538668,0.001337456033712137,0.04865842757652844,2.0224066867922836e-10,9.992007221626413e-16,0.0007440294565806558
200,0.0,1.0,1.0,2,2,0.9999990595610502,0.9999981191221005,0.0,0.0,0.0,0.9049793369667433,0.7615230460921844,0.15423761308193207,0,483.0,9.992007221626413e-16,0.00027730666852210373,0.015798276226006498,0.1418956076564541,9.092933367183056e-07,9.992007221626413e-16,0.004096616511255916
201,0.0,0.9979959919839679,1.0,1,1,0.9999999944782845,0.999999988956569,0.0,0.0,0.0,0.9884655015594537,0.9498997995991983,0.17833341658115387,0,486.0,9.992007221626413e-16,0.00027634041403079904,0.004086812134116071,0.07873641736207186,4.924022003494346e-09,9.992007221626413e-16,8.032495137533029e-06
202,0.0,1.0,1.0,2,2,0.9999999999999072,0.9999999999998144,0.0,0.0,0.0,0.9919092365957487,1.0,0.2834218442440033,0,472.0,9.992007221626413e-16,0.00028008897454830887,0.00013106097149387684,0.017418921976053162,8.937295348232929e-14,9.992007221626413e-16,0.0007863024674468399
203,0.0,1.0,1.0,2,2,0.9999999999989129,0.9999999999978254,0.0,0.0,0.0,0.9908313988342984,1.0,0.2695242166519165,0,478.0,9.992007221626413e-16,0.0002741602740878112,0.00028737289987008913,0.02421178115609953,1.2410517058478345e-12,9.992007221626413e-16,0.0006213276430430224
204,0.0,1.0,1.0,2,2,0.9999999429937682,0.9999998859875364,0.0,0.0,0.0,0.9613586377734373,0.8997995991983968,0.16865478456020355,0,497.0,9.992007221626413e-16,0.0002762040867929021,0.006980603537151792,0.10007454666832787,6.172999506722607e-08,9.992007221626413e-16,0.0018289689837155249
205,0.0,1.0,1.0,2,2,0.9999999999999782,0.9999999999999565,0.0,0.0,0.0,0.9930775511993886,1.0,0.29040050506591797,0,465.0,9.992007221626413e-16,0.0002739551657015951,8.404379498062667e-05,0.014337832639997472,1.978417429882064e-14,9.992007221626413e-16,0.0011316920363416015
206,0.0,1.0,1.0,2,2,0.9999999999999967,0.9999999999999932,0.0,0.0,0.0,0.9655886564275462,1.0,0.33527871966362,0,430.0,9.992007221626413e-16,0.0002803203877375964,5.618545281045978e-05,0.011515719392955178,3.996802888650573e-15,9.992007221626413e-16,0.0015744363347108092
207,0.0,1.0,1.0,2,2,0.9999999994998932,0.9999999989997863,0.0,0.0,0.0,0.9860018145858996,0.9939879759519038,0.21974274516105652,0,493.0,9.992007221626413e-16,0.00027659215721536777,0.0017276251072321672,0.05501064442834941,4.576400593084279e-10,9.992007221626413e-16,0.0008399292457727808
208,0.0,0.9979959919839679,1.0,1,1,0.9999999999816609,0.9999999999633217,0.0,0.0,0.0,0.960144470209091,0.9939879759519038,0.23743844032287598,0,464.0,9.992007221626413e-16,0.0002784697058659573,1.634059832136564e-06,0.03660212452308996,2.022062517448e-11,9.992007221626413e-16,6.727498237790817e-06
209,0.0,1.0,1.0,2,2,0.9999974782372381,0.9999949564744761,0.0,0.0,0.0,0.95235470813836,0.4969939879759519,0.12748265266418457,0,494.0,9.992007221626413e-16,0.00027718559644414234,0.021255764191172317,0.16214216308083068,2.6326247278143735e-06,9.992007221626413e-16,0.005579428877237885
210,0.0,1.0,1.0,2,2,0.9999998615182123,0.9999997230364246,0.0,0.0,0.0,0.976278681408506,0.6392785571142284,0.1458464413881302,0,488.0,9.992007221626413e-16,0.00028326662229196135,0.009115325598794674,0.11293994919280001,1.3342711341423464e-07,9.992007221626413e-16,0.003585286025015736
211,0.0,0.9979959919839679,1.0,1,1,0.9999999926311045,0.9999999852622091,0.0,0.0,0.0,0.9772357267717258,0.9418837675350702,0.16844528913497925,0,491.0,9.992007221626413e-16,0.00027984024900641787,0.0041995668933004675,0.08236692715654459,8.261924170297923e-09,9.992007221626413e-16,5.737889648699174e-06
212,0.0,1.0,1.0,2,2,0.9999999999999896,0.9999999999999791,0.0,0.0,0.0,0.9935717339395083,1.0,0.32159265875816345,0,443.0,9.992007221626413e-16,0.00028176080702670137,7.522897903902034e-05,0.013252250198033378,1.2567724638756883e-14,9.992007221626413e-16,0.001093495380954905
213,0.0,0.9979959919839679,1.0,1,1,0.9999999953137628,0.9999999906275255,0.0,0.0,0.0,0.9939528669025085,0.9519038076152304,0.17311139404773712,0,490.0,9.992007221626413e-16,0.0002739929782407898,0.004003786809894936,0.07810568038729335,5.031462060298488e-09,9.992007221626413e-16,4.393477671951256e-06
214,0.0,1.0,1.0,2,2,0.99999999999999,0.99999999999998,0.0,0.0,0.0,0.9844090080662488,1.0,0.29753991961479187,0,461.0,9.992007221626413e-16,0.0002749114690148997,6.535955548099013e-05,0.012876776990044036,1.0813572259849095e-14,9.992007221626413e-16,0.001289161849320243
215,0.0,1.0,1.0,2,2,0.9999999969096534,0.9999999938193068,0.0,0.0,0.0,0.9983126909912309,0.9899799599198397,0.1976010650396347,0,496.0,9.992007221626413e-16,0.0002855373327146896,0.002943272097437658,0.06854798197324673,3.0548249533464005e-09,9.992007221626413e-16,0.0009960371402773214
216,0.0,0.9979959919839679,1.0,1,1,0.999999999895572,0.999999999791144,0.0,0.0,0.0,0.9853705465861987,0.9819639278557114,0.22424831986427307,0,460.0,9.992007221626413e-16,0.0002794791893497419,4.593481302813969e-06,0.04543852874303058,1.533084770368654e-10,9.992007221626413e-16,1.0035538804163298e-05
217,0.0,0.9979959919839679,1.0,1,1,0.9999999999999984,0.999999999999997,0.0,0.0,0.0,0.9811728371934985,1.0,0.30055707693099976,0,451.0,9.992007221626413e-16,0.0002746772019656376,1.0104207545492605e-08,0.011355191320324032,1.5321077739827173e-15,9.992007221626413e-16,4.317827440942525e-06
218,0.0,0.9979959919839679,1.0,1,1,0.9999999999493685,0.9999999998987369,0.0,0.0,0.0,0.9978005548372751,0.9959919839679359,0.20648619532585144,0,483.0,9.992007221626413e-16,0.0002792780370133977,3.6515398397930442e-06,0.04423096070288132,4.970135414474841e-11,9.992007221626413e-16,1.7462183734455903e-06
219,0.0,0.9979959919839679,1.0,1,1,0.9999999996863878,0.9999999993727756,0.0,0.0,0.0,0.9885095647841278,0.9899799599198397,0.2051212191581726,0,481.0,9.992007221626413e-16,0.00027524115061826094,8.469139030619563e-06,0.05371491151436677,3.353213707311522e-10,9.992007221626413e-16,4.754152014060357e-06
220,0.0,1.0,1.0,2,2,0.9999999999983054,0.9999999999966108,0.0,0.0,0.0,0.9770388169599441,1.0,0.2689476013183594,0,478.0,9.992007221626413e-16,0.0002827265826715576,0.0003280426618410709,0.02594468907527438,1.982436437233295e-12,9.992007221626413e-16,0.0006321658922640841
221,0.0,1.0,1.0,2,2,0.9999999999943494,0.9999999999886987,0.0,0.0,0.0,0.9864091063718525,1.0,0.2525290846824646,0,486.0,9.992007221626413e-16,0.00027788528096908905,0.0004513763723324318,0.030102688606567153,6.8788086338424374e-12,9.992007221626413e-16,0.0006222172367322906
222,0.0,0.9979959919839679,1.0,1,1,0.9999999999891052,0.9999999999782101,0.0,0.0,0.0,0.9736489231827905,0.9979959919839679,0.23186318576335907,0,476.0,9.992007221626413e-16,0.00027402239806598465,1.0983739721217654e-06,0.03533423703555101,1.0885514711908366e-11,9.992007221626413e-16,2.739514571898842e-06
223,0.0,0.9979959919839679,1.0,1,1,0.9999999999175635,0.9999999998351271,0.0,0.0,0.0,0.9855516188089237,0.9819639278557114,0.2271004021167755,0,458.0,9.992007221626413e-16,0.00027668249872040465,3.9387216740519415e-06,0.04358787708529484,9.24543552872963e-11,9.992007221626413e-16,1.1555692907415334e-05
224,0.0,0.9979959919839679,1.0,1,1,0.9999999999741498,0.9999999999482995,0.0,0.0,0.0,0.9669406285702444,0.9939879759519038,0.22913984954357147,0,476.0,9.992007221626413e-16,0.0002763498796848732,2.040550600169454e-06,0.039068591828787115,2.760316419925674e-11,9.992007221626413e-16,4.184636053278288e-06
225,0.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.9795124143377144,1.0,0.36572265625,0,423.0,9.992007221626413e-16,0.0002791196513611816,7.602465734079457e-06,0.004657691516616443,9.992007221626413e-16,9.992007221626413e-16,0.003779965452952419
226,0.0,1.0,1.0,2,2,0.9999999999726235,0.9999999999452468,0.0,0.0,0.0,0.9795819769695481,0.9979959919839679,0.24802106618881226,0,474.0,9.992007221626413e-16,0.0002792113660981171,0.0007384683296368268,0.037507985034224846,2.878122185071486e-11,9.992007221626413e-16,0.0007483109113357548
227,0.0,0.9979959919839679,1.0,1,1,0.9999999999998412,0.9999999999996826,0.0,0.0,0.0,0.9878693776841247,0.9979959919839679,0.27870872616767883,0,452.0,9.992007221626413e-16,0.00027655167077805445,9.93406974705801e-08,0.019652544131928767,1.4952483695652812e-13,9.992007221626413e-16,9.303617289929457e-06
228,0.0,0.9979959919839679,1.0,1,1,0.9999999999995861,0.9999999999991723,0.0,0.0,0.0,0.991410304014649,1.0,0.24782739579677582,0,475.0,9.992007221626413e-16,0.00027490438309971864,2.364156170135157e-07,0.023770154185519254,5.17808018685323e-13,9.992007221626413e-16,1.637932079967849e-06
229,0.0,0.9979959919839679,1.0,1,1,0.9999999999999489,0.999999999999898,0.0,0.0,0.0,0.9693527988284341,0.9659318637274549,0.24534811079502106,0,443.0,9.992007221626413e-16,0.0002797092224533991,9.337472526321691e-08,0.0194319610125451,7.26085858104884e-14,9.992007221626413e-16,4.890166451234462e-06
230,0.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.9599998615265092,1.0,0.4050411581993103,0,380.0,9.992007221626413e-16,0.0002752824761927924,2.5875260893370347e-06,0.0028593377227599274,9.992007221626413e-16,9.992007221626413e-16,0.005939389999093219
231,0.0,1.0,1.0,2,2,0.9999999984799142,0.9999999969598283,0.0,0.0,0.0,0.9751656959222011,0.9899799599198397,0.2098866105079651,0,494.0,9.992007221626413e-16,0.00027421725210164695,0.0024688614482508285,0.06264109267340043,1.4672621573395411e-09,9.992007221626413e-16,0.000985829110581126
232,0.0,1.0,1.0,2,2,0.9999999999997482,0.9999999999994965,0.0,0.0,0.0,0.977053249930432,0.9939879759519038,0.25862565636634827,0,462.0,9.992007221626413e-16,0.0002784762707114632,0.00017156177374910925,0.01979907126421755,4.030109579390262e-13,9.992007221626413e-16,0.0020538831943583825
233,0.0,1.0,1.0,2,2,0.999999999755123,0.9999999995102457,0.0,0.0,0.0,0.9696716336231304,0.9959919839679359,0.2203749716281891,0,493.0,9.992007221626413e-16,0.0002779197362194919,0.0013715920449822623,0.04939237621639769,2.071164129320539e-10,9.992007221626413e-16,0.0007302526076801047
234,0.0,0.9979959919839679,1.0,1,1,0.9999999999620679,0.9999999999241358,0.0,0.0,0.0,0.9863760527666032,0.9879759519038076,0.2023569792509079,0,481.0,9.992007221626413e-16,0.0002803107950214086,3.3465866307424416e-06,0.04327997080957826,4.196503145080004e-11,9.992007221626413e-16,1.5976357746263082e-06
235,0.0,0.9979959919839679,1.0,1,1,0.9999999848643544,0.9999999697287089,0.0,0.0,0.0,0.9364534090844077,0.8777555110220441,0.18123659491539001,0,459.0,9.992007221626413e-16,0.00027895356107176985,0.005107028332619864,0.08615524211803775,1.5919574348369943e-08,9.992007221626413e-16,0.0034357265927109555
236,0.0,0.9979959919839679,1.0,1,1,0.9999996330654963,0.9999992661309927,0.0,0.0,0.0,0.9504619815941713,0.7014028056112225,0.13459007441997528,0,492.0,9.992007221626413e-16,0.00027706431747469984,0.013820539234301404,0.13587153386527434,3.5003276927734633e-07,9.992007221626413e-16,0.0035250056651009755
237,0.0,0.9979959919839679,1.0,1,1,0.9999999990762818,0.9999999981525635,0.0,0.0,0.0,0.995062033204795,0.9178356713426854,0.17163145542144775,0,483.0,9.992007221626413e-16,0.00027863724065891433,0.002007538196362864,0.06593319701117914,1.1389152738957234e-09,9.992007221626413e-16,3.2450975462767704e-06
238,0.0,1.0,1.0,2,2,0.9999999999999729,0.9999999999999457,0.0,0.0,0.0,0.9930292969655241,1.0,0.28837621212005615,0,468.0,9.992007221626413e-16,0.0002747289048615292,9.086967861297819e-05,0.014810243513767968,3.01980662698049e-14,9.992007221626413e-16,0.0011869359098801414
239,0.0,0.9979959919839679,1.0,1,1,0.999999999999738,0.9999999999994758,0.0,0.0,0.0,0.9944030361808667,1.0,0.2586827576160431,0,474.0,9.992007221626413e-16,0.000272218183400839,1.6783916427331436e-07,0.02221793138254254,3.085087740828954e-13,9.992007221626413e-16,2.1911621106285004e-06
240,0.0,0.9979959919839679,1.0,1,1,0.9999999999424933,0.9999999998849867,0.0,0.0,0.0,0.9795467565470644,0.9939879759519038,0.22130563855171204,0,479.0,9.992007221626413e-16,0.0002801971044527333,2.9222579278195488e-06,0.04329311271328917,5.640350409136801e-11,9.992007221626413e-16,4.032946455261898e-06
241,0.0,1.0,1.0,2,2,0.99999999999917,0.99999999999834,0.0,0.0,0.0,0.9480968780404451,0.9498997995991983,0.2443995624780655,0,449.0,9.992007221626413e-16,0.0002792409985760328,0.0002481313794419638,0.023406076204548022,1.0659917393249204e-12,9.992007221626413e-16,0.0026916050047056037
242,0.0,1.0,1.0,2,2,0.9999999990050525,0.9999999980101051,0.0,0.0,0.0,0.9660997649351379,0.9539078156312625,0.19118209183216095,0,488.0,9.992007221626413e-16,0.0002725741590548514,0.002030093326646147,0.05965026486799235,1.1116433114441744e-09,0.013168100147865208,0.001406220516672986
243,0.0,0.9979959919839679,1.0,1,1,0.9999999999999574,0.9999999999999147,0.0,0.0,0.0,0.9784774475720547,1.0,0.2660554349422455,0,468.0,9.992007221626413e-16,0.00027610399253229814,5.3427035342883484e-08,0.017919203382431477,5.067057884389374e-14,9.992007221626413e-16,2.274466099567208e-06
244,0.0,0.9979959919839679,1.0,1,1,0.9999999290480477,0.9999998580960954,0.0,0.0,0.0,0.9537599547582397,0.6432865731462926,0.13414424657821655,0,486.0,9.992007221626413e-16,0.0002763417401351418,0.009117922908137366,0.11442938471981685,7.38623951429467e-08,9.992007221626413e-16,0.001110015740876454
245,0.0,1.0,1.0,2,2,0.9999999999675544,0.9999999999351088,0.0,0.0,0.0,0.9800125173856229,1.0,0.23986698687076569,0,489.0,9.992007221626413e-16,0.00028279047288530003,0.0007289875789239814,0.03824144648705004,3.526436920318829e-11,9.992007221626413e-16,0.000638617767697409
246,0.0,0.9979959919839679,1.0,1,1,0.9999999977780796,0.999999995556159,0.0,0.0,0.0,0.9982117573037553,0.9719438877755511,0.18833711743354797,0,484.0,9.992007221626413e-16,0.00027541343676439176,0.002701681095578045,0.06879206300490502,2.8226991675491495e-09,9.992007221626413e-16,6.406200610286308e-06
247,0.0,1.0,1.0,2,2,0.9999999932948638,0.9999999865897277,0.0,0.0,0.0,0.9638538110056425,0.9859719438877755,0.19460880756378174,0,496.0,9.992007221626413e-16,0.0002764684322324866,0.0037337290091486166,0.07616382660364283,6.717771695720516e-09,9.992007221626413e-16,0.0011459372577447328
248,0.0,1.0,1.0,2,2,0.9999999999989182,0.9999999999978363,0.0,0.0,0.0,0.9913750233265741,1.0,0.2651765048503876,0,480.0,9.992007221626413e-16,0.0002752531439650256,0.00027848623321465114,0.024067114713209894,1.0977441178290777e-12,9.992007221626413e-16,0.000647795639367043
249,0.0,0.9979959919839679,1.0,1,1,0.9999999999992037,0.9999999999984073,0.0,0.0,0.0,0.9943838287859508,1.0,0.252885639667511,0,476.0,9.992007221626413e-16,0.0002768909292487774,3.738674319521822e-07,0.02510741492432057,7.311040661765017e-13,9.992007221626413e-16,2.497980817174211e-06
250,0.0,0.9979959919839679,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.9325122991644584,1.0,0.4290221929550171,0,305.0,9.992007221626413e-16,0.0002773760101628444,9.380052290457867e-13,0.0014364338038518997,9.992007221626413e-16,9.992007221626413e-16,0.03040983481194768
251,0.0,0.9979959919839679,1.0,1,1,0.9999999999997522,0.9999999999995045,0.0,0.0,0.0,0.9714874289248052,1.0,0.2473026067018509,0,474.0,9.992007221626413e-16,0.00027528503403899385,1.964990956146993e-07,0.022771984913220432,2.8010926911297627e-13,9.992007221626413e-16,1.7034680393545774e-06
252,0.0,0.9979959919839679,1.0,1,1,0.9999999999782707,0.9999999999565414,0.0,0.0,0.0,0.9701188330758949,0.9879759519038076,0.23812933266162872,0,457.0,9.992007221626413e-16,0.0002741837527393541,1.832332386055801e-06,0.03724800593202989,2.7599056374017154e-11,9.992007221626413e-16,1.0293319640986945e-05
253,0.0,1.0,1.0,2,2,0.9999999998607711,0.9999999997215422,0.0,0.0,0.0,0.9818072901310428,0.9879759519038076,0.2114475667476654,0,489.0,9.992007221626413e-16,0.0002748784809674197,0.0011517238524530163,0.04581966120021559,1.4098546775581842e-10,9.992007221626413e-16,0.0010382731232729766
254,0.0,1.0,1.0,2,2,0.9999999980257752,0.9999999960515503,0.0,0.0,0.0,0.9776134262319504,0.9158316633266533,0.22082644701004028,0,444.0,9.992007221626413e-16,0.0002721894874847594,0.002742426213113107,0.06584969050099974,2.322233475212673e-09,9.992007221626413e-16,0.001779308354438704
255,0.0,1.0,1.0,2,2,0.9999999999999241,0.999999999999848,0.0,0.0,0.0,0.9869723057350391,1.0,0.29622602462768555,0,464.0,9.992007221626413e-16,0.0002783541881392247,0.00013054508604256351,0.017121034284092375,8.810729923425654e-14,9.992007221626413e-16,0.0007302691218473731
256,0.0,1.0,1.0,2,2,0.9999999999794795,0.999999999958959,0.0,0.0,0.0,0.9902455153883042,0.9979959919839679,0.2288348376750946,0,486.0,9.992007221626413e-16,0.00027269802396941487,0.0006577670850564203,0.035580565465961826,2.5208657384149487e-11,9.992007221626413e-16,0.0009097124082376781
257,0.0,1.0,1.0,2,2,0.9999999996772548,0.9999999993545097,0.0,0.0,0.0,0.9764172669280148,0.9919839679358717,0.22938977181911469,0,468.0,9.992007221626413e-16,0.00027808416029408,0.001560395982432009,0.051286132908784476,3.7364262802566106e-10,9.992007221626413e-16,0.0010099956676637297
258,0.0,0.9979959919839679,1.0,1,1,0.99999999999859,0.9999999999971797,0.0,0.0,0.0,0.9849930444972013,1.0,0.23515310883522034,0,474.0,9.992007221626413e-16,0.00027734158541747184,5.303782876166982e-07,0.02822071586538396,1.4584333740698942e-12,9.992007221626413e-16,1.3766501067990531e-06
259,0.0,1.0,1.0,2,2,0.9912621905448926,0.9825243810897852,0.0,0.0,0.0,0.6769760843734489,0.026052104208416832,0.07513663917779922,2,478.0,0.7739116800070988,1.1687383538858165,0.2141999962820475,0.416814745411778,0.0090692339220575,0.27629882242793913,0.1168348723390457
260,0.0,0.9979959919839679,1.0,1,1,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0,0.9849121906923692,1.0,0.31222233176231384,0,445.0,9.992007221626413e-16,0.0002786300287884284,2.692229443317757e-09,0.008898810713633137,9.992007221626413e-16,9.992007221626413e-16,6.812505262762327e-06
261,0.0,1.0,1.0,2,2,0.9999999999999998,0.9999999999999994,0.0,0.0,0.0,0.9784134854822188,1.0,0.35149312019348145,0,424.0,9.992007221626413e-16,0.00027849583570693564,2.642822913605604e-05,0.008208902190186104,9.992007221626413e-16,9.992007221626413e-16,0.0016183049724253274
262,0.0,0.9979959919839679,1.0,1,1,0.9999999999999636,0.9999999999999273,0.0,0.0,0.0,0.9767767221273751,1.0,0.2923945188522339,0,447.0,9.992007221626413e-16,0.0002771079799544193,4.915113975265319e-08,0.016058847622724075,3.799183190267382e-14,9.992007221626413e-16,1.2255156202316144e-05
263,0.0,1.0,1.0,2,2,0.9999999999999378,0.9999999999998757,0.0,0.0,0.0,0.9963695337436097,1.0,0.29658395051956177,0,464.0,9.992007221626413e-16,0.00027425157387082536,0.0001173527549001591,0.016808391133811336,6.581402089978166e-14,9.992007221626413e-16,0.0007494132491235748
264,0.0,1.0,1.0,2,2,0.9999999999999378,0.9999999999998755,0.0,0.0,0.0,0.9733372316069567,1.0,0.31095197796821594,0,435.0,9.992007221626413e-16,0.0002837415556589255,0.00012859945087702237,0.016891654366304677,8.073541835074529e-14,9.992007221626413e-16,0.0013161800859044274
265,0.0,1.0,1.0,2,2,0.9999999999837779,0.9999999999675557,0.0,0.0,0.0,0.9708166873056406,0.9659318637274549,0.22281281650066376,0,474.0,9.992007221626413e-16,0.0002767232579439573,0.000628531322466813,0.0346491967654588,2.063802462288009e-11,0.00906570939025492,0.0016155424554345744
266,0.0,0.9979959919839679,1.0,1,1,0.9999999999991664,0.999999999998333,0.0,0.0,0.0,0.9689435625579633,0.9979959919839679,0.23549476265907288,0,473.0,9.992007221626413e-16,0.0002760901947657099,3.5449048374382574e-07,0.026768192238675142,6.517231199157016e-13,9.992007221626413e-16,1.6733273228272381e-06
267,0.0,0.9979959919839679,1.0,1,1,0.9999999999999662,0.9999999999999325,0.0,0.0,0.0,0.9950933429453672,1.0,0.27483123540878296,0,463.0,9.992007221626413e-16,0.00027961907657094034,4.873261347802559e-08,0.017051533466206876,3.526068326209569e-14,9.992007221626413e-16,2.6779258035410642e-06
268,0.0,1.0,1.0,2,2,0.9999999996601265,0.9999999993202532,0.0,0.0,0.0,0.9733504613135249,0.9859719438877755,0.20264194905757904,0,488.0,9.992007221626413e-16,0.00027707550950669736,0.001471341368919871,0.05181177494773679,3.3989258081506104e-10,9.992007221626413e-16,0.0011834940321645815
269,0.0,1.0,1.0,2,2,0.9999999999990796,0.9999999999981593,0.0,0.0,0.0,0.9749235336794614,0.9979959919839679,0.2509067952632904,0,474.0,9.992007221626413e-16,0.00027399095204885105,0.0002600270946601794,0.023833898293266813,1.2905010393647303e-12,9.992007221626413e-16,0.0013626344133350434
270,0.0,0.9979959919839679,1.0,1,1,0.9999999997486462,0.9999999994972925,0.0,0.0,0.0,0.9782460937923787,0.9198396793587175,0.17957350611686707,0,476.0,9.992007221626413e-16,0.0002786057358342952,8.934551536491704e-06,0.05629518061441676,2.618518957605775e-10,0.009065709390254919,3.2063384168687624e-06
271,0.0,0.9979959919839679,1.0,1,1,0.9999999981638301,0.9999999963276602,0.0,0.0,0.0,0.9778023186855983,0.9498997995991983,0.17515605688095093,0,490.0,9.992007221626413e-16,0.00028017440591408,0.00252441766001669,0.07003920111377164,1.6166541231146402e-09,9.992007221626413e-16,3.506351239922305e-06
272,0.0,0.9979959919839679,1.0,1,1,0.9999999999999911,0.9999999999999823,0.0,0.0,0.0,0.9927555852050131,1.0,0.29388168454170227,0,455.0,9.992007221626413e-16,0.00027449811808193163,1.828101957658185e-08,0.013952725230540333,1.1968204205459271e-14,9.992007221626413e-16,5.036406654357645e-06
273,0.0,1.0,1.0,2,2,0.9999999990523509,0.9999999981047017,0.0,0.0,0.0,0.9733372880755282,0.9919839679358717,0.20228548347949982,0,496.0,9.992007221626413e-16,0.0002775335554909174,0.0020316589810205027,0.05872325914425179,1.06349125125233e-09,9.992007221626413e-16,0.0009143802756573758
274,0.0,1.0,1.0,2,2,0.9999999998694911,0.9999999997389821,0.0,0.0,0.0,0.9697519829242152,0.9959919839679359,0.23578542470932007,0,471.0,9.992007221626413e-16,0.0002757285058634892,0.001177673708447471,0.04571994343152007,1.1678560341709085e-10,9.992007221626413e-16,0.000881157094690784
275,0.0,1.0,1.0,2,2,0.999999765525884,0.9999995310517681,0.0,0.0,0.0,0.9266942220748791,0.8336673346693386,0.16978462040424347,0,474.0,9.992007221626413e-16,0.00027353426746708155,0.0107560961713105,0.11958063037034314,2.3272323975635445e-07,9.992007221626413e-16,0.002892081805783907
276,0.0,1.0,1.0,2,2,0.999999999116955,0.9999999982339101,0.0,0.0,0.0,0.9875080717041256,0.9779559118236473,0.2214365154504776,0,468.0,9.992007221626413e-16,0.0002762212931699734,0.002091938551349142,0.058720717185782575,1.0685652591500253e-09,9.992007221626413e-16,0.0011290290385693991
277,0.0,1.0,1.0,2,2,0.9999999999820979,0.9999999999641955,0.0,0.0,0.0,0.9771907161371689,1.0,0.23430797457695007,0,488.0,9.992007221626413e-16,0.0002754026777193533,0.0006407936605693054,0.03532502244640469,2.0188561933558734e-11,9.992007221626413e-16,0.000755410897929469
278,0.0,1.0,1.0,2,2,0.999999999999998,0.999999999999996,0.0,0.0,0.0,0.9893863901343621,1.0,0.30578798055648804,0,448.0,9.992007221626413e-16,0.00028205649359779505,4.0455813600034584e-05,0.010264712633504484,3.086420008457942e-15,9.992007221626413e-16,0.0023843019793881883
279,0.0,1.0,1.0,2,2,0.9999999996386695,0.9999999992773391,0.0,0.0,0.0,0.982002532664863,0.9939879759519038,0.20558948814868927,0,493.0,9.992007221626413e-16,0.00028104664891484625,0.0015332419780515556,0.05236866615322148,3.8214844630232925e-10,9.992007221626413e-16,0.0009700655712872985
280,0.0,1.0,1.0,2,2,0.9999999999387277,0.9999999998774554,0.0,0.0,0.0,0.99201245262042,0.9879759519038076,0.21663989126682281,0,485.0,9.992007221626413e-16,0.000276417160177196,0.0009343010057823048,0.041607583054710774,6.111140482763107e-11,9.992007221626413e-16,0.0011362485145237021
